Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
8777,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE/BLUE/STRIPES,Hybrid,N,FATJAM INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,6189Taxi,Taxi
8778,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,SHANE TAXI INC,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3341Taxi,Taxi
8780,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,OXFORD TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2822Taxi,Taxi
8784,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,LEIPZIG TAXI LLC,CHICAGO,IL,60630.0,Flash Cab Co,Star North Management LLC,4152Taxi,Taxi
8788,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,KNARF INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5770Taxi,Taxi
8790,ACTIVE,TOYOTA,SIENNA,2021.0,YELLOW,Hybrid,Y,TOUBA.JAMAICA CO,CHICAGO,IL,60619.0,Yellow Cab Association,Owner-Operator,6025Taxi,Taxi
8791,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,HMM INC.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,4020Taxi,Taxi
8792,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MALAGA TAXI  LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1387Taxi,Taxi
8795,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,S & R TAXI CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5458Taxi,Taxi
8796,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,MENDY CAB CO.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4445Taxi,Taxi
8802,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,IMAGIN EXPRESS INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,5589Taxi,Taxi
8804,ACTIVE,TOYOTA,RAV4,2024.0,WHITE,Hybrid,N,YOUSIFZAI #1 LLC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,3847Taxi,Taxi
8808,ACTIVE,TOYOTA,SIENNA,2023.0,BLUE/WHITE,Hybrid,Y,SAPEX INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",6463Taxi,Taxi
8810,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,NECT 25 LLC,CHICAGO,IL,60618.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4095Taxi,Taxi
8811,ACTIVE,TOYOTA,SIENNA,2023.0,YELLOW,Hybrid,Y,AKOWDA TRANSPORT INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,2365Taxi,Taxi
8814,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,TARAS TAXI INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,3901Taxi,Taxi
8815,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,AQUARIUS CAB INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1631Taxi,Taxi
8816,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,FOREIGN X PRESS CAB CORP,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,2198Taxi,Taxi
8820,VIOLATION,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,FASS EXPRESS INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2563Taxi,Taxi
8828,SURRENDER,TOYOTA,CAMRY,2017.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES 27,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,4548Taxi,Taxi
8833,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,SEGWAY TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,765Taxi,Taxi
8836,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,TOCCA TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3492Taxi,Taxi
8837,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,MONSOON TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,201Taxi,Taxi
8840,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOPHIE TAXI LLC,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,66Taxi,Taxi
8842,ACTIVE,TOYOTA,RAV4,2020.0,SILVER,Hybrid,N,NOOR CAB INC,CHICAGO,IL,60657.0,Independent1,Owner-Operator,4669Taxi,Taxi
8844,ACTIVE,TOYOTA,RAV4,2020.0,GRAY/WHITE,Hybrid,N,ADDIS FLOWER TAXI CAB SERVICE INC,CHICAGO,IL,60626.0,Choice Taxi Association Inc,Owner-Operator,5764Taxi,Taxi
8847,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,M & M ONE INVESTMENT CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,804Taxi,Taxi
8849,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,SAM & J TRANS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5016Taxi,Taxi
8851,ACTIVE,TOYOTA,RAV4,2024.0,WHITE,Hybrid,N,WINDY CITY TAXICAB INC,CHICAGO,IL,60659.0,INDEPENDENT4,Owner-Operator,2983Taxi,Taxi
8855,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,REHMAN BROTHERS INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1876Taxi,Taxi
8856,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,634Taxi,Taxi
8860,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,FALCON TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1638Taxi,Taxi
8865,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,IMOLA TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,4195Taxi,Taxi
8870,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,CHICAB ONE INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2133Taxi,Taxi
8871,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,THE HIGHSIERRA INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,3822Taxi,Taxi
8877,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,PADI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5719Taxi,Taxi
8879,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,HIGHWAY TAXI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1615Taxi,Taxi
8885,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,FUNNY MONICA IN CHICAGO INC,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,202Taxi,Taxi
8886,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,MUSA TAXI CORP,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,3500Taxi,Taxi
8888,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,CHARLES ONYEZIA,CHICAGO,IL,60659.0,EXPIRED AFFILIATION,Owner Manager,1657Taxi,Taxi
8889,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SHEZAN INC,CHICAGO,IL,60660.0,Flash Cab Co,Owner Manager,2358Taxi,Taxi
8897,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"BISMILL TRANS, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4977Taxi,Taxi
8900,VIOLATION,FORD,ESCAPE,2011.0,WHITE,Hybrid,N,ZHANET CAB CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3366Taxi,Taxi
8901,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,MARU & MEAZA INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6541Taxi,Taxi
8902,VIOLATION,TOYOTA,COROLLA,2016.0,WHITE,Hybrid,N,BYRON YABLON,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,6027Taxi,Taxi
8904,VIOLATION,DODGE,GRAND CARAVAN,2013.0,WHITE,Hybrid,N,AMC CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3771Taxi,Taxi
8907,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,YAKUB CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1937Taxi,Taxi
8909,ACTIVE,TOYOTA,RAV4,2021.0,BLACK,Hybrid,N,GOZIE 2 SERVICES LLC,CHICAGO,IL,60659.0,INDEPENDENT4,Owner-Operator,1908Taxi,Taxi
8910,ACTIVE,TOYOTA,RAV4,2021.0,WHITE,Hybrid,N,SRT TRANSPORTATIONS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,132Taxi,Taxi
8912,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"MUNAIZ, INC",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1410Taxi,Taxi
8915,ACTIVE,FORD,ESCAPE,2012.0,GREEN,Hybrid,N,TAURUS CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",255Taxi,Taxi
8920,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ZARANGI CAB CO.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,2095Taxi,Taxi
8929,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,PAAC CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3582Taxi,Taxi
8936,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,BHATTI TAXI INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",6525Taxi,Taxi
8937,ACTIVE,TOYOTA,CAMRY,2014.0,GRAY/WHITE,Hybrid,N,PEACE INC.,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner Manager,5799Taxi,Taxi
8940,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP IV,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,888Taxi,Taxi
8943,VIOLATION,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ELSTON ELEVEN LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,4442Taxi,Taxi
8945,ACTIVE,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,SADAT BROTHERS INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1041Taxi,Taxi
8947,SURRENDER,TOYOTA,PRIUS,2016.0,WHITE,Hybrid,N,"MAG & CAM INVESTMENT, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5093Taxi,Taxi
8949,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SIENNA ZONE CAB CO.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4577Taxi,Taxi
8953,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,HOOMAN RIDE INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,957Taxi,Taxi
8959,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ABA TAXI CAB INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,3615Taxi,Taxi
8961,VIOLATION,FORD,FUSION,2013.0,GREEN,Hybrid,N,NECT 12 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6817Taxi,Taxi
8962,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,S & Z EXPRESS INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,747Taxi,Taxi
8965,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,ZNF CAB CO,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5678Taxi,Taxi
8966,ACTIVE,TOYOTA,HIGHLANDER,2021.0,YELLOW,Hybrid,N,"OLAMAXX, INC.",CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,119Taxi,Taxi
8969,REVOKED,TOYOTA,PRIUS,2014.0,SILVER,Hybrid,N,SOSNA INC,CHICAGO,IL,60638.0,Independent2,Owner-Operator,6921Taxi,Taxi
8972,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,281Taxi,Taxi
8975,SURRENDER,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,S & A TRANSPORTATION,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2285Taxi,Taxi
8976,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,Y,MASHALLAH TRANS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,2276Taxi,Taxi
8978,VIOLATION,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,NECT 28 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6824Taxi,Taxi
8979,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,MASOODY INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1402Taxi,Taxi
8980,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,MADISON TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2729Taxi,Taxi
8981,ACTIVE,TOYOTA,RAV4,2017.0,BLUE/WHITE,Hybrid,N,SIDISIE INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5255Taxi,Taxi
8983,REVOKED,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ELSTON TWENTY LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,1391Taxi,Taxi
8987,VIOLATION,TOYOTA,COROLLA,2016.0,WHITE,Hybrid,N,MENDY CAB CO.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5965Taxi,Taxi
8991,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,DON CAB COMPANY,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,3156Taxi,Taxi
8998,ACTIVE,TOYOTA,CAMRY,2023.0,WHITE,Hybrid,N,"YEMKEM, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,690Taxi,Taxi
9001,ACTIVE,TOYOTA,CAMRY,2012.0,BLUE/WHITE,Hybrid,N,MCCAB  IV CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2641Taxi,Taxi
9002,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,BALAYAN COMPANY,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,50Taxi,Taxi
9008,ACTIVE,TOYOTA,RAV4,2023.0,YELLOW,Hybrid,N,A M EXPRESS CAB CO.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,6912Taxi,Taxi
9009,ACTIVE,FORD,C-MAX,2013.0,WHITE,Hybrid,N,BLACK TAXI INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,1157Taxi,Taxi
9014,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,"NORTHSIDE TAXI 4359, LLC",CHICAGO,IL,60645.0,Flash Cab Co,Owner Manager,4359Taxi,Taxi
9018,ACTIVE,TOYOTA,CAMRY,2018.0,WHITE,Hybrid,N,GEORGE TAXI EXPRESS INC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,448Taxi,Taxi
9020,VIOLATION,TOYOTA,PRIUS,2014.0,BLUE,Hybrid,N,SANTORINI FOUR CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3554Taxi,Taxi
9021,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,K AND B HACKING CHICAGO CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6563Taxi,Taxi
9033,SURRENDER,TOYOTA,CAMRY,2012.0,WHITE/BLUE/STRIPES,Hybrid,N,"TRAVELER'S CAB CO., INC.",CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2749Taxi,Taxi
9035,VIOLATION,TOYOTA,PRIUS,2018.0,ORANGE,Hybrid,N,Z & Z CAB INC,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,6286Taxi,Taxi
9038,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,"SKYLINE TAXI, INC",CHICAGO,IL,60646.0,DIS-AFFILIATED,"Cab Management Group, Inc.",5706Taxi,Taxi
9039,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,NORTHERN LIGHTS CAB CORPORATION,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,6672Taxi,Taxi
9040,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,MIL'S ENTERPRIESES INC,CHICAGO,IL,60656.0,5 Star Taxi Association Inc,Owner-Operator,1497Taxi,Taxi
9041,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,498Taxi,Taxi
9046,SURRENDER,TOYOTA,CAMRY,2018.0,WHITE/BLUE/STRIPES,Hybrid,N,KGN CAB LLC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner Manager,5820Taxi,Taxi
9052,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,NECT 10 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",795Taxi,Taxi
9054,ACTIVE,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,NECT 8 INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6252Taxi,Taxi
9055,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"TUDA 4U, CORP.",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,6548Taxi,Taxi
9056,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,NIZZIN CAB CORP.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,6152Taxi,Taxi
9058,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,CANTON TRANS INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,4513Taxi,Taxi
9062,VIOLATION,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,"ADELA, INC.",CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3720Taxi,Taxi
9067,ACTIVE,TOYOTA,CAMRY,2012.0,WHITE/BLUE/STRIPES,Hybrid,N,VEEN TAXI INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2622Taxi,Taxi
9069,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,"HEART 7, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,5508Taxi,Taxi
9077,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,999Taxi,Taxi
9078,ACTIVE,TOYOTA,CAMRY,2021.0,WHITE,Hybrid,N,YELLOWSTONE CAB CORP,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,6429Taxi,Taxi
9081,SURRENDER,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,3221 TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3221Taxi,Taxi
9082,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,ELSTON FOURTEEN LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,4049Taxi,Taxi
9087,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,GSJ TAXI CO.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1150Taxi,Taxi
9088,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,CAPRICORN CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",299Taxi,Taxi
9092,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,OLYMPIC EXPRESS CORP.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,4719Taxi,Taxi
9094,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,LIBERTY EXPRESS III INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6501Taxi,Taxi
9095,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"AIH, CORP.",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3568Taxi,Taxi
9098,SURRENDER,TOYOTA,CAMRY,2016.0,BLUE,Hybrid,N,SANTORINI TWO CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,5410Taxi,Taxi
9101,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,"MARK 08, INC",CHICAGO,IL,60640.0,Independent1,Owner-Operator,3003Taxi,Taxi
9102,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,"CHRISS, INC.",CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1984Taxi,Taxi
9105,SURRENDER,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP,LLC SERIESVIII",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6329Taxi,Taxi
9107,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,DOWN TOWN CAB CO,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5170Taxi,Taxi
9112,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,BELLA & IZA INC,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3758Taxi,Taxi
9113,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/RED STRIPES,Hybrid,N,SUPERIOR CAB CO INC,CHICAGO,IL,60660.0,Independent1,Owner-Operator,1310Taxi,Taxi
9115,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,CRETA HACKING CORP.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,6725Taxi,Taxi
9116,ACTIVE,FORD,FUSION,2012.0,WHITE,Hybrid,N,AALA HAZRAT CAB CORP,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,6113Taxi,Taxi
9117,VIOLATION,TOYOTA,PRIUS,2010.0,WHITE,Hybrid,N,PRITI & JOTI TRANS INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,2000Taxi,Taxi
9120,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,491Taxi,Taxi
9122,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,ARTHUR TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5357Taxi,Taxi
9124,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"DENNA TRANS, INC.",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4874Taxi,Taxi
9128,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,"OLAMI TRANS, INC",CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1075Taxi,Taxi
9131,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,"LMB TAXI IV, INC.",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1283Taxi,Taxi
9132,ACTIVE,TOYOTA,PRIUS,2021.0,BLUE/WHITE,Hybrid,N,RAHEL EXPRESS INC.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,1512Taxi,Taxi
9136,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,1333 TAXI CORP,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1333Taxi,Taxi
9139,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,ZW CAB CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6037Taxi,Taxi
9141,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,JAPHETH & JARED INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4409Taxi,Taxi
9143,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"ANTAR TRANS, INC.",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,6745Taxi,Taxi
9144,REVOKED,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ELSTON TWELVE LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,4317Taxi,Taxi
9145,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,GREY GOOSE CAB CO.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2961Taxi,Taxi
9149,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,CASBAH CAB COMPANY,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3589Taxi,Taxi
9153,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,796Taxi,Taxi
